Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Isolate	Organism Infraspecific Names Strain	Assembly Release Date	Assembly BioSample Accession	Assembly BioSample Isolate	Assembly BioSample Strain	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Latitude and Longitude	Assembly BioSample Collection date	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Ecotype	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly Type
GCA_964400975.1	uncultured Candidatus Methanoperedens sp.	1821055	SRP093762_co1_4		2025-01-07	SAMEA117376511			mine drainage metagenome	Brazil		2014-07						haploid
GCA_964401215.1	uncultured Methanolinea sp.	521103	SRP192927_co7_352		2025-01-07	SAMEA117291161			bioreactor metagenome	China		not provided						haploid
GCA_964401955.1	uncultured Candidatus Nitrosopelagicus sp.	1896163	binchicken_co46_438		2025-01-06	SAMEA117293592			subsurface metagenome	not applicable		not provided						haploid
GCA_964402045.1	uncultured Methanosarcinales archaeon	183757	SRP118108_co1_3		2025-01-06	SAMEA117384893			aquifer metagenome	USA		not provided						haploid
GCA_964402265.1	uncultured Candidatus Nitrosotenuis sp.	2501571	SRP090828_co2_2		2025-01-07	SAMEA117376273			groundwater metagenome	USA		2012-07-11						haploid
GCA_964402675.1	uncultured Nitrososphaerota archaeon	651141	SRP141552_co1_66		2025-01-06	SAMEA117288932			hydrothermal vent metagenome	Mexico		2016-12-24						haploid
GCA_964402755.1	uncultured Methanoregula sp.	1005933	binchicken_co234_42		2025-01-07	SAMEA117392104			freshwater sediment metagenome	USA		not provided						haploid
GCA_964402765.1	uncultured Halobacteriales archaeon	215774	SRP090399_co1_16		2025-01-11	SAMEA117376221			metagenome	Puerto Rico		not provided						haploid
GCA_964402995.1	uncultured Methanosarcinales archaeon	183757	binchicken_co47_10		2025-01-07	SAMEA117372466			salt lake metagenome	Antarctica		not provided						haploid
GCA_964403145.1	uncultured Candidatus Bathyarchaeia archaeon	3037984	binchicken_co123_18		2025-01-06	SAMEA117392681			hydrothermal vent metagenome	Pacific Ocean		2015-04-18						haploid
GCA_964403315.1	uncultured Halobacteriales archaeon	215774	binchicken_co207_233		2025-01-08	SAMEA117364680			soil metagenome	not provided		2017-10-02						haploid
GCA_964403485.1	uncultured Methanosarcinales archaeon	183757	SRP141376_co4_95		2025-01-07	SAMEA117288837			microbial mat metagenome	Chile		2012-03						haploid
GCA_964403495.1	uncultured Candidatus Bathyarchaeia archaeon	3037984	binchicken_co91_45		2025-01-07	SAMEA117372993			sediment metagenome	not provided		not provided						haploid
GCA_964403775.1	uncultured Methanosarcinales archaeon	183757	SRP098346_co1_180		2025-01-05	SAMEA117390472			freshwater metagenome	Rwanda		2015-03-14						haploid
GCA_964403925.1	uncultured Salinarchaeum sp.	1709415	ERP127260_co1_3		2025-01-08	SAMEA117375067			sediment metagenome	Spain		not provided						haploid
GCA_964404265.1	uncultured Desulfurococcaceae archaeon	310065	binchicken_co256_980		2025-01-06	SAMEA117390374			hydrothermal vent metagenome	Mexico		not provided						haploid
GCA_964404345.1	uncultured Methanosarcinales archaeon	183757	SRP050083_co3_649		2025-01-07	SAMEA117375239			groundwater metagenome	USA		2011-06						haploid
GCA_964404595.1	uncultured Methanosarcinales archaeon	183757	binchicken_co125_1105		2025-01-07	SAMEA117392712			groundwater metagenome	USA		not provided						haploid
GCA_964404815.1	uncultured Halobacteriales archaeon	215774	SRP185896_co1_122		2025-01-11	SAMEA117290262			sediment metagenome	USA		not provided						haploid
GCA_964405275.1	uncultured Candidatus Bathyarchaeia archaeon	3037984	SRP068000_co4_41		2025-01-09	SAMEA117375673			marine sediment metagenome	Denmark		2013-05						haploid
GCA_964405295.1	uncultured Methanosarcinales archaeon	183757	SRP191223_co1_272		2025-01-06	SAMEA117372610			marine metagenome	Antarctica		2014-10-08						haploid
GCA_964405495.1	uncultured Nitrososphaerota archaeon	651141	binchicken_co103_400		2025-01-05	SAMEA117373020			sediment metagenome	not provided		not provided						haploid
GCA_964405675.1	uncultured Methanosarcinales archaeon	183757	binchicken_co32_389		2025-01-06	SAMEA117384045			soda lake metagenome	China		2017-07						haploid
GCA_964405725.1	uncultured Methanosarcinales archaeon	183757	binchicken_co141_64		2025-01-06	SAMEA117383150			marine metagenome	Venezuela		2014-11						haploid
GCA_964406185.1	uncultured Methanosarcinales archaeon	183757	SRP332253_co2_156		2025-01-07	SAMEA117382176			metagenome	Spain		2013-09-03						haploid
GCA_964406885.1	uncultured Methanobacteriaceae archaeon	176233	binchicken_co232_147		2025-01-07	SAMEA117365273			groundwater metagenome	USA		2018-09-10						haploid
GCA_964406965.1	uncultured Desulfurococcales archaeon	307553	binchicken_co6_547		2025-01-07	SAMEA117374058			hydrothermal vent metagenome	Mexico		2016-12-24						haploid
GCA_964407035.1	uncultured Methanosarcinales archaeon	183757	binchicken_co184_28		2025-01-06	SAMEA117374094			hydrothermal vent metagenome	Mexico		not provided						haploid
GCA_964407395.1	uncultured Methanoculleus sp.	183762	binchicken_co42_499		2025-01-07	SAMEA117371537			marine sediment metagenome	China		2015-10-10						haploid
GCA_964407725.1	uncultured Methanosarcinales archaeon	183757	binchicken_co251_888		2025-01-05	SAMEA117365631			groundwater metagenome	USA		not provided						haploid
